generation,qubit_mutated,energy,objective_cx,status,time_elapsed_sec
42,2,-0.9998,-1.9998,REJECTED,3.1319
43,0,-0.9998,-1.9998,REJECTED,3.2064
44,2,-0.9998,-1.9998,REJECTED,3.2796
45,0,-0.9998,-1.9998,REJECTED,3.3534
46,1,-0.9998,-1.9998,REJECTED,3.4257
47,2,-0.9998,-1.9998,REJECTED,3.4983
48,2,-0.9998,-1.9998,REJECTED,3.5662
49,2,-0.9998,-1.9998,REJECTED,3.6353
50,0,-1.0,-2.0,ACCEPTED,3.7021
51,2,-1.0,-2.0,REJECTED,3.7709
52,1,-1.0,-2.0,REJECTED,3.8392
53,1,-1.0,-2.0,REJECTED,3.9069
54,0,-1.0,-2.0,REJECTED,3.9754
55,2,-1.0,-2.0,REJECTED,4.0429
56,2,-1.0,-2.0,REJECTED,4.1119
57,1,-1.0,-2.0,REJECTED,4.1811
58,1,-1.0,-2.0,REJECTED,4.2496
59,0,-1.0,-2.0,REJECTED,4.3192
60,1,-1.0,-2.0,REJECTED,4.3884
61,2,-1.0,-2.0,REJECTED,4.4568
62,1,-1.0,-2.0,REJECTED,4.5248
63,0,-1.0,-2.0,REJECTED,4.5922
64,0,-1.0,-2.0,REJECTED,4.6621
65,2,-1.0,-2.0,REJECTED,4.7306
66,1,-1.0,-2.0,REJECTED,4.8004
67,1,-1.0,-2.0,REJECTED,4.8686
68,0,-1.0,-2.0,REJECTED,4.9368
69,2,-1.0,-2.0,REJECTED,5.0041
70,2,-1.0,-2.0,REJECTED,5.072
71,0,-1.0,-2.0,REJECTED,5.1413
72,0,-1.0,-2.0,REJECTED,5.2094
73,0,-1.0,-2.0,REJECTED,5.2766
74,0,-1.0,-2.0,REJECTED,5.3482
75,0,-1.0,-2.0,REJECTED,5.4202
76,2,-1.0,-2.0,REJECTED,5.4911
77,2,-1.0,-2.0,REJECTED,5.5619
78,2,-1.0,-2.0,REJECTED,5.6296
79,0,-1.0,-2.0,REJECTED,5.6981
80,0,-1.0,-2.0,REJECTED,5.7658
81,0,-1.0,-2.0,REJECTED,5.833
82,1,-1.0,-2.0,REJECTED,5.9021
83,1,-1.0,-2.0,REJECTED,5.9755
84,2,-1.0,-2.0,REJECTED,6.0461
85,0,-1.0,-2.0,REJECTED,6.1152
86,0,-1.0,-2.0,REJECTED,6.1831
87,0,-1.0,-2.0,REJECTED,6.2513
88,1,-1.0,-2.0,REJECTED,6.3225
89,0,-1.0,-2.0,REJECTED,6.3906
90,1,-1.0,-2.0,REJECTED,6.4594
91,2,-1.0,-2.0,REJECTED,6.5282
92,2,-1.0,-2.0,REJECTED,6.5989
93,0,-1.0,-2.0,REJECTED,6.6678
94,1,-1.0,-2.0,REJECTED,6.7359
95,0,-1.0,-2.0,REJECTED,6.8042
96,0,-1.0,-2.0,REJECTED,6.8724
97,2,-1.0,-2.0,REJECTED,6.9403
98,0,-1.0,-2.0,REJECTED,7.009
99,2,-1.0,-2.0,REJECTED,7.0776
100,0,-1.0,-2.0,REJECTED,7.145
101,1,-1.0,-2.0,REJECTED,7.2123
102,1,-1.0,-2.0,REJECTED,7.2808
103,0,-1.0,-2.0,REJECTED,7.35
104,0,-1.0,-2.0,REJECTED,7.4189
105,0,-1.0,-2.0,REJECTED,7.4874
106,1,-1.0,-2.0,REJECTED,7.5557
107,0,-1.0,-2.0,REJECTED,7.6237
108,1,-1.0,-2.0,REJECTED,7.6923
109,1,-1.0,-2.0,REJECTED,7.7593
110,1,-1.0,-2.0,REJECTED,7.8271
111,1,-1.0,-2.0,REJECTED,7.8957
112,2,-1.0,-2.0,REJECTED,7.9684
113,0,-1.0,-2.0,REJECTED,8.0422
114,0,-1.0,-2.0,REJECTED,8.1095
115,2,-1.0,-2.0,REJECTED,8.1769
116,2,-1.0,-2.0,REJECTED,8.2456
117,1,-1.0,-2.0,REJECTED,8.3148
118,2,-1.0,-2.0,REJECTED,8.3831
119,0,-1.0,-2.0,REJECTED,8.4542
120,1,-1.0,-2.0,REJECTED,8.5224
121,1,-1.0,-2.0,REJECTED,8.59
122,1,-1.0,-2.0,REJECTED,8.6588
123,0,-1.0,-2.0,REJECTED,8.729
124,1,-1.0,-2.0,REJECTED,8.7967
125,0,-1.0,-2.0,REJECTED,8.8658
126,2,-1.0,-2.0,REJECTED,8.9333
127,0,-1.0,-2.0,REJECTED,9.0022
128,2,-1.0,-2.0,REJECTED,9.0709
129,1,-1.0,-2.0,REJECTED,9.1387
130,2,-1.0,-2.0,REJECTED,9.2084
131,1,-1.0,-2.0,REJECTED,9.2752
132,0,-1.0,-2.0,REJECTED,9.3447
133,2,-1.0,-2.0,REJECTED,9.4136
134,2,-1.0,-2.0,REJECTED,9.4842
135,0,-1.0,-2.0,REJECTED,9.5526
136,1,-1.0,-2.0,REJECTED,9.6221
137,2,-1.0,-2.0,REJECTED,9.6904
138,2,-1.0,-2.0,REJECTED,9.7594
139,2,-1.0,-2.0,REJECTED,9.8271
140,0,-1.0,-2.0,REJECTED,9.8961
141,0,-1.0,-2.0,REJECTED,9.9644
142,2,-1.0,-2.0,REJECTED,10.0334
143,2,-1.0,-2.0,REJECTED,10.1011
144,0,-1.0,-2.0,REJECTED,10.1696
145,2,-1.0,-2.0,REJECTED,10.2378
146,0,-1.0,-2.0,REJECTED,10.3054
147,2,-1.0,-2.0,REJECTED,10.376
148,2,-1.0,-2.0,REJECTED,10.4437
149,2,-1.0,-2.0,REJECTED,10.5118
150,1,-1.0,-2.0,REJECTED,10.5791
151,1,-1.0,-2.0,REJECTED,10.6476
152,2,-1.0,-2.0,REJECTED,10.7165
153,2,-1.0,-2.0,REJECTED,10.7852
154,1,-1.0,-2.0,REJECTED,10.8537
155,2,-1.0,-2.0,REJECTED,10.9213
156,1,-1.0,-2.0,REJECTED,10.9894
157,1,-1.0,-2.0,REJECTED,11.0575
158,0,-1.0,-2.0,REJECTED,11.1257
159,1,-1.0,-2.0,REJECTED,11.1937
160,1,-1.0,-2.0,REJECTED,11.2615
161,1,-1.0,-2.0,REJECTED,11.3299
162,0,-1.0,-2.0,REJECTED,11.3988
163,1,-1.0,-2.0,REJECTED,11.4682
164,2,-1.0,-2.0,REJECTED,11.5374
165,2,-1.0,-2.0,REJECTED,11.6061
166,2,-1.0,-2.0,REJECTED,11.6739
167,0,-1.0,-2.0,REJECTED,11.7433
168,0,-1.0,-2.0,REJECTED,11.8118
169,2,-1.0,-2.0,REJECTED,11.8804
170,1,-1.0,-2.0,REJECTED,11.9487
171,0,-1.0,-2.0,REJECTED,12.0178
172,0,-1.0,-2.0,REJECTED,12.0859
173,0,-1.0,-2.0,REJECTED,12.1552
174,1,-1.0,-2.0,REJECTED,12.2233
175,1,-1.0,-2.0,REJECTED,12.2929
176,2,-1.0,-2.0,REJECTED,12.3627
177,2,-1.0,-2.0,REJECTED,12.4308
178,2,-1.0,-2.0,REJECTED,12.5001
179,1,-1.0,-2.0,REJECTED,12.5685
180,2,-1.0,-2.0,REJECTED,12.6361
181,1,-1.0,-2.0,REJECTED,12.7031
182,1,-1.0,-2.0,REJECTED,12.7717
183,2,-1.0,-2.0,REJECTED,12.8389
184,2,-1.0,-2.0,REJECTED,12.9074
185,1,-1.0,-2.0,REJECTED,12.9757
186,2,-1.0,-2.0,REJECTED,13.0457
187,2,-1.0,-2.0,REJECTED,13.1135
188,2,-1.0,-2.0,REJECTED,13.1812
189,0,-1.0,-2.0,REJECTED,13.2489
190,2,-1.0,-2.0,REJECTED,13.3172
191,0,-1.0,-2.0,REJECTED,13.3861
192,2,-1.0,-2.0,REJECTED,13.455
193,1,-1.0,-2.0,REJECTED,13.5248
194,0,-1.0,-2.0,REJECTED,13.5933
195,2,-1.0,-2.0,REJECTED,13.6603
196,0,-1.0,-2.0,REJECTED,13.7293
197,0,-1.0,-2.0,REJECTED,13.798
198,2,-1.0,-2.0,REJECTED,13.8657
199,1,-1.0,-2.0,REJECTED,13.9345
200,0,-1.0,-2.0,REJECTED,14.0031
201,0,-1.0,-2.0,REJECTED,14.0709
202,1,-1.0,-2.0,REJECTED,14.1394
203,1,-1.0,-2.0,REJECTED,14.2084
204,1,-1.0,-2.0,REJECTED,14.2774
205,2,-1.0,-2.0,REJECTED,14.3476
206,2,-1.0,-2.0,REJECTED,14.4168
207,0,-1.0,-2.0,REJECTED,14.4847
208,0,-1.0,-2.0,REJECTED,14.5525
209,2,-1.0,-2.0,REJECTED,14.621
210,1,-1.0,-2.0,REJECTED,14.6881
211,2,-1.0,-2.0,REJECTED,14.7576
212,2,-1.0,-2.0,REJECTED,14.8263
213,2,-1.0,-2.0,REJECTED,14.8935
214,0,-1.0,-2.0,REJECTED,14.9615
215,0,-1.0,-2.0,REJECTED,15.0288
216,0,-1.0,-2.0,REJECTED,15.0963
217,0,-1.0,-2.0,REJECTED,15.1644
218,0,-1.0,-2.0,REJECTED,15.232
219,2,-1.0,-2.0,REJECTED,15.3015
220,2,-1.0,-2.0,REJECTED,15.3706
221,2,-1.0,-2.0,REJECTED,15.4407
222,2,-1.0,-2.0,REJECTED,15.5094
223,2,-1.0,-2.0,REJECTED,15.579
224,0,-1.0,-2.0,REJECTED,15.6486
225,0,-1.0,-2.0,REJECTED,15.7162
226,0,-1.0,-2.0,REJECTED,15.7852
227,2,-1.0,-2.0,REJECTED,15.8539
228,2,-1.0,-2.0,REJECTED,15.9228
229,0,-1.0,-2.0,REJECTED,15.9915
230,2,-1.0,-2.0,REJECTED,16.061
231,1,-1.0,-2.0,REJECTED,16.1286
232,1,-1.0,-2.0,REJECTED,16.1972
233,1,-1.0,-2.0,REJECTED,16.2655
234,0,-1.0,-2.0,REJECTED,16.3338
235,2,-1.0,-2.0,REJECTED,16.4025
236,1,-1.0,-2.0,REJECTED,16.4709
237,1,-1.0,-2.0,REJECTED,16.5395
238,2,-1.0,-2.0,REJECTED,16.6087
239,2,-1.0,-2.0,REJECTED,16.6763
240,2,-1.0,-2.0,REJECTED,16.7438
241,0,-1.0,-2.0,REJECTED,16.8119
242,0,-1.0,-2.0,REJECTED,16.8816
243,1,-1.0,-2.0,REJECTED,16.9503
244,0,-1.0,-2.0,REJECTED,17.0184
245,1,-1.0,-2.0,REJECTED,17.0874
246,2,-1.0,-2.0,REJECTED,17.1559
247,2,-1.0,-2.0,REJECTED,17.2246
248,1,-1.0,-2.0,REJECTED,17.293
249,1,-1.0,-2.0,REJECTED,17.3792
250,1,-1.0,-2.0,REJECTED,17.4486
251,1,-1.0,-2.0,REJECTED,17.5173
252,2,-1.0,-2.0,REJECTED,17.5861
253,1,-1.0,-2.0,REJECTED,17.6549
254,1,-1.0,-2.0,REJECTED,17.7229
255,0,-1.0,-2.0,REJECTED,17.7906
256,1,-1.0,-2.0,REJECTED,17.8599
257,0,-1.0,-2.0,REJECTED,17.9273
258,2,-1.0,-2.0,REJECTED,17.9957
259,2,-1.0,-2.0,REJECTED,18.0642
260,2,-1.0,-2.0,REJECTED,18.1321
261,1,-1.0,-2.0,REJECTED,18.201
262,2,-1.0,-2.0,REJECTED,18.268
263,2,-1.0,-2.0,REJECTED,18.3362
264,1,-1.0,-2.0,REJECTED,18.4054
265,0,-1.0,-2.0,REJECTED,18.4736
266,2,-1.0,-2.0,REJECTED,18.5414
267,1,-1.0,-2.0,REJECTED,18.61
268,1,-1.0,-2.0,REJECTED,18.6781
269,1,-1.0,-2.0,REJECTED,18.7464
270,1,-1.0,-2.0,REJECTED,18.8143
271,2,-1.0,-2.0,REJECTED,18.8835
272,2,-1.0,-2.0,REJECTED,18.951
273,2,-1.0,-2.0,REJECTED,19.0188
274,1,-1.0,-2.0,REJECTED,19.0884
275,1,-1.0,-2.0,REJECTED,19.1566
276,1,-1.0,-2.0,REJECTED,19.2252
277,2,-1.0,-2.0,REJECTED,19.2922
278,0,-1.0,-2.0,REJECTED,19.3615
279,0,-1.0,-2.0,REJECTED,19.43
280,0,-1.0,-2.0,REJECTED,19.4986
281,0,-1.0,-2.0,REJECTED,19.5689
282,2,-1.0,-2.0,REJECTED,19.6378
283,1,-1.0,-2.0,REJECTED,19.715
284,1,-1.0,-2.0,REJECTED,19.7885
285,1,-1.0,-2.0,REJECTED,19.8749
286,0,-1.0,-2.0,REJECTED,19.9525
287,0,-1.0,-2.0,REJECTED,20.0224
288,2,-1.0,-2.0,REJECTED,20.0912
289,0,-1.0,-2.0,REJECTED,20.1594
290,1,-1.0,-2.0,REJECTED,20.2275
291,1,-1.0,-2.0,REJECTED,20.2996
292,0,-1.0,-2.0,REJECTED,20.372
293,0,-1.0,-2.0,REJECTED,20.4405
294,1,-1.0,-2.0,REJECTED,20.5092
295,2,-1.0,-2.0,REJECTED,20.5775
296,2,-1.0,-2.0,REJECTED,20.6471
297,1,-1.0,-2.0,REJECTED,20.7155
298,0,-1.0,-2.0,REJECTED,20.7832
299,2,-1.0,-2.0,REJECTED,20.8514
300,1,-1.0,-2.0,REJECTED,20.9204
