generation,qubit_mutated,energy,objective_cx,temperature,status,time_elapsed_sec
36,6,-1.9282,-8.9282,0.3156,ACCEPTED (improvement),2.7981
37,5,-1.9478,-8.9478,0.2998,ACCEPTED (improvement),2.871
38,10,-2.0359,-9.0359,0.2848,ACCEPTED (improvement),2.9413
39,1,-2.0681,-9.0681,0.2706,ACCEPTED (improvement),3.0129
40,0,-2.0735,-9.0735,0.257,ACCEPTED (improvement),3.0864
41,10,-2.0718,-9.0718,0.2442,"ACCEPTED (escape, p=0.993)",3.163
42,7,-1.9753,-8.9753,0.232,"ACCEPTED (escape, p=0.660)",3.2404
43,11,-2.0876,-9.0876,0.2204,ACCEPTED (improvement),3.3134
44,9,-2.1531,-9.1531,0.2093,ACCEPTED (improvement),3.3861
45,11,-2.105,-9.105,0.1989,"ACCEPTED (escape, p=0.785)",3.4597
46,6,-2.0681,-9.0681,0.1889,"ACCEPTED (escape, p=0.823)",3.5302
47,12,-2.0698,-9.0698,0.1795,ACCEPTED (improvement),3.6055
48,7,-2.2297,-9.2297,0.1705,ACCEPTED (improvement),3.6899
49,6,-2.2366,-9.2366,0.162,ACCEPTED (improvement),3.7721
50,9,-2.2012,-9.2012,0.1539,"ACCEPTED (escape, p=0.795)",3.8512
51,12,-2.3569,-9.3569,0.1462,ACCEPTED (improvement),3.927
52,11,-2.3569,-9.3569,0.1389,REJECTED,4.0044
53,6,-2.5022,-9.5022,0.1319,ACCEPTED (improvement),4.0836
54,7,-2.4548,-9.4548,0.1253,"ACCEPTED (escape, p=0.685)",4.1659
55,5,-2.4563,-9.4563,0.1191,ACCEPTED (improvement),4.241
56,13,-2.4805,-9.4805,0.1131,ACCEPTED (improvement),4.3132
57,1,-2.531,-9.531,0.1075,ACCEPTED (improvement),4.3862
58,14,-2.8335,-9.8335,0.1021,ACCEPTED (improvement),4.4592
59,1,-2.9683,-9.9683,0.097,ACCEPTED (improvement),4.5466
60,0,-2.96,-9.96,0.0921,"ACCEPTED (escape, p=0.914)",4.6203
61,5,-2.9587,-9.9587,0.0875,"ACCEPTED (escape, p=0.986)",4.6925
62,10,-2.9587,-9.9587,0.0832,REJECTED,4.7656
63,2,-2.9531,-9.9531,0.079,"ACCEPTED (escape, p=0.931)",4.8391
64,10,-2.9387,-9.9387,0.075,"ACCEPTED (escape, p=0.825)",4.9138
65,1,-2.9387,-9.9387,0.0713,REJECTED,4.9864
66,0,-2.9492,-9.9492,0.0677,ACCEPTED (improvement),5.0576
67,2,-2.9548,-9.9548,0.0643,ACCEPTED (improvement),5.1358
68,5,-2.9548,-9.9548,0.0611,REJECTED,5.2129
69,0,-2.9548,-9.9548,0.0581,"ACCEPTED (escape, p=1.000)",5.2851
70,9,-2.9951,-9.9951,0.0552,ACCEPTED (improvement),5.3579
71,12,-2.9951,-9.9951,0.0524,REJECTED,5.4302
72,10,-3.0156,-10.0156,0.0498,ACCEPTED (improvement),5.5038
73,3,-3.0154,-10.0154,0.0473,"ACCEPTED (escape, p=0.995)",5.5777
74,11,-3.0349,-10.0349,0.0449,ACCEPTED (improvement),5.6491
75,11,-3.0349,-10.0349,0.0427,REJECTED,5.7217
76,0,-3.0342,-10.0342,0.0406,"ACCEPTED (escape, p=0.982)",5.7937
77,7,-3.0342,-10.0342,0.0385,REJECTED,5.8666
78,7,-3.0732,-10.0732,0.0366,ACCEPTED (improvement),5.9439
79,1,-3.0732,-10.0732,0.0348,REJECTED,6.0197
80,2,-3.0732,-10.0732,0.033,REJECTED,6.0979
81,10,-3.0574,-10.0574,0.0314,"ACCEPTED (escape, p=0.603)",6.1809
82,8,-3.2854,-10.2854,0.0298,ACCEPTED (improvement),6.2682
83,8,-3.2576,-10.2576,0.0283,"ACCEPTED (escape, p=0.374)",6.349
84,0,-3.2576,-10.2576,0.0269,REJECTED,6.4296
85,7,-3.2576,-10.2576,0.0256,REJECTED,6.5047
86,12,-3.3481,-10.3481,0.0243,ACCEPTED (improvement),6.5795
87,4,-3.3481,-10.3481,0.0231,REJECTED,6.6516
88,11,-3.3516,-10.3516,0.0219,ACCEPTED (improvement),6.7236
89,12,-3.429,-10.429,0.0208,ACCEPTED (improvement),6.7961
90,7,-3.429,-10.429,0.0198,REJECTED,6.8694
91,8,-3.429,-10.429,0.0188,REJECTED,6.9653
92,7,-3.429,-10.429,0.0178,REJECTED,7.0394
93,9,-3.429,-10.429,0.017,REJECTED,7.1159
94,11,-3.429,-10.429,0.0161,REJECTED,7.1911
95,2,-3.429,-10.429,0.0153,REJECTED,7.2655
96,6,-3.429,-10.429,0.0145,REJECTED,7.3385
97,11,-3.4475,-10.4475,0.0138,ACCEPTED (improvement),7.4119
98,7,-3.458,-10.458,0.0131,ACCEPTED (improvement),7.4845
99,4,-3.6699,-10.6699,0.0125,ACCEPTED (improvement),7.5565
100,9,-3.6699,-10.6699,0.0118,"ACCEPTED (escape, p=1.000)",7.6287
101,14,-3.6699,-10.6699,0.0112,REJECTED,7.7011
102,3,-3.6699,-10.6699,0.0107,REJECTED,7.7738
103,14,-3.7542,-10.7542,0.0102,ACCEPTED (improvement),7.8461
104,11,-3.7542,-10.7542,0.01,REJECTED,7.9181
105,1,-3.7542,-10.7542,0.01,REJECTED,7.9902
106,4,-3.9028,-10.9028,0.01,ACCEPTED (improvement),8.0638
107,5,-3.9028,-10.9028,0.01,REJECTED,8.1409
108,10,-3.9028,-10.9028,0.01,REJECTED,8.2145
109,4,-3.9028,-10.9028,0.01,REJECTED,8.2879
110,13,-3.9028,-10.9028,0.01,REJECTED,8.3601
111,0,-3.9028,-10.9028,0.01,REJECTED,8.4316
112,10,-3.9028,-10.9028,0.01,REJECTED,8.5046
113,7,-3.9028,-10.9028,0.01,REJECTED,8.5776
114,9,-3.9028,-10.9028,0.01,REJECTED,8.6499
115,11,-3.8953,-10.8953,0.01,"ACCEPTED (escape, p=0.469)",8.7223
116,11,-3.8691,-10.8691,0.01,"ACCEPTED (escape, p=0.073)",8.7959
117,11,-3.8691,-10.8691,0.01,REJECTED,8.8678
118,0,-3.8657,-10.8657,0.01,"ACCEPTED (escape, p=0.710)",8.9392
119,1,-4.2556,-11.2556,0.01,ACCEPTED (improvement),9.0105
120,6,-4.2695,-11.2695,0.01,ACCEPTED (improvement),9.0844
121,13,-4.2637,-11.2637,0.01,"ACCEPTED (escape, p=0.557)",9.1627
122,3,-4.2668,-11.2668,0.01,ACCEPTED (improvement),9.2359
123,3,-4.2668,-11.2668,0.01,REJECTED,9.3079
124,0,-4.2668,-11.2668,0.01,REJECTED,9.3801
125,5,-4.2668,-11.2668,0.01,REJECTED,9.4536
126,7,-4.2573,-11.2573,0.01,"ACCEPTED (escape, p=0.386)",9.5265
127,13,-4.2769,-11.2769,0.01,ACCEPTED (improvement),9.5986
128,11,-4.2769,-11.2769,0.01,REJECTED,9.6707
129,11,-4.2769,-11.2769,0.01,REJECTED,9.7431
130,8,-4.2769,-11.2769,0.01,REJECTED,9.8154
131,3,-4.2769,-11.2769,0.01,REJECTED,9.8884
132,0,-4.2769,-11.2769,0.01,REJECTED,9.96
133,1,-4.5923,-11.5923,0.01,ACCEPTED (improvement),10.032
134,12,-4.5923,-11.5923,0.01,REJECTED,10.1083
135,9,-4.5923,-11.5923,0.01,REJECTED,10.187
136,2,-4.5923,-11.5923,0.01,REJECTED,10.26
137,14,-4.6519,-11.6519,0.01,ACCEPTED (improvement),10.3323
138,1,-4.6904,-11.6904,0.01,ACCEPTED (improvement),10.4049
139,4,-4.6904,-11.6904,0.01,REJECTED,10.4762
140,11,-4.7256,-11.7256,0.01,ACCEPTED (improvement),10.5485
141,11,-4.7256,-11.7256,0.01,REJECTED,10.6207
142,14,-4.7256,-11.7256,0.01,REJECTED,10.6929
143,3,-4.7256,-11.7256,0.01,REJECTED,10.7647
144,5,-4.7256,-11.7256,0.01,REJECTED,10.8376
145,6,-4.9097,-11.9097,0.01,ACCEPTED (improvement),10.9096
146,10,-4.9097,-11.9097,0.01,REJECTED,10.982
147,14,-4.9097,-11.9097,0.01,REJECTED,11.0542
148,4,-4.9097,-11.9097,0.01,REJECTED,11.131
149,9,-4.9065,-11.9065,0.01,"ACCEPTED (escape, p=0.728)",11.2063
150,0,-4.9065,-11.9065,0.01,REJECTED,11.2798
151,0,-4.9065,-11.9065,0.01,REJECTED,11.355
152,4,-4.9065,-11.9065,0.01,REJECTED,11.4293
153,8,-4.9097,-11.9097,0.01,ACCEPTED (improvement),11.5015
154,11,-4.9097,-11.9097,0.01,REJECTED,11.5738
155,13,-4.929,-11.929,0.01,ACCEPTED (improvement),11.6466
156,9,-4.9294,-11.9294,0.01,ACCEPTED (improvement),11.719
157,3,-4.9294,-11.9294,0.01,REJECTED,11.7909
158,3,-4.9294,-11.9294,0.01,REJECTED,11.8633
159,3,-4.9392,-11.9392,0.01,ACCEPTED (improvement),11.935
160,7,-4.9392,-11.9392,0.01,REJECTED,12.0065
161,11,-4.9438,-11.9438,0.01,ACCEPTED (improvement),12.079
162,14,-4.969,-11.969,0.01,ACCEPTED (improvement),12.1561
163,1,-4.969,-11.969,0.01,REJECTED,12.2303
164,11,-4.9648,-11.9648,0.01,"ACCEPTED (escape, p=0.660)",12.3029
165,2,-4.9641,-11.9641,0.01,"ACCEPTED (escape, p=0.929)",12.3749
166,9,-4.9641,-11.9641,0.01,REJECTED,12.447
167,5,-4.9651,-11.9651,0.01,ACCEPTED (improvement),12.5181
168,8,-4.98,-11.98,0.01,ACCEPTED (improvement),12.59
169,14,-4.98,-11.98,0.01,REJECTED,12.6628
170,3,-4.98,-11.98,0.01,REJECTED,12.7356
171,3,-4.9805,-11.9805,0.01,ACCEPTED (improvement),12.8081
172,3,-4.9805,-11.9805,0.01,REJECTED,12.8798
173,0,-4.9805,-11.9805,0.01,REJECTED,12.9521
174,9,-4.9805,-11.9805,0.01,REJECTED,13.0244
175,6,-5.0791,-12.0791,0.01,ACCEPTED (improvement),13.0972
176,14,-5.0791,-12.0791,0.01,REJECTED,13.1716
177,3,-5.0791,-12.0791,0.01,REJECTED,13.2445
178,14,-5.0791,-12.0791,0.01,REJECTED,13.3161
179,7,-5.0791,-12.0791,0.01,REJECTED,13.3881
180,11,-5.0791,-12.0791,0.01,REJECTED,13.4598
181,1,-5.0791,-12.0791,0.01,REJECTED,13.5316
182,8,-5.2183,-12.2183,0.01,ACCEPTED (improvement),13.6025
183,12,-5.4099,-12.4099,0.01,ACCEPTED (improvement),13.6737
184,6,-5.4099,-12.4099,0.01,REJECTED,13.7454
185,5,-5.4099,-12.4099,0.01,REJECTED,13.8161
186,13,-5.4229,-12.4229,0.01,ACCEPTED (improvement),13.887
187,0,-5.4229,-12.4229,0.01,REJECTED,13.9576
188,6,-5.4937,-12.4937,0.01,ACCEPTED (improvement),14.0292
189,1,-5.5012,-12.5012,0.01,ACCEPTED (improvement),14.1023
190,2,-5.5012,-12.5012,0.01,REJECTED,14.1779
191,13,-5.5012,-12.5012,0.01,REJECTED,14.25
192,13,-5.5012,-12.5012,0.01,REJECTED,14.3213
193,9,-5.5012,-12.5012,0.01,REJECTED,14.3923
194,11,-5.5012,-12.5012,0.01,REJECTED,14.4635
195,7,-5.5049,-12.5049,0.01,ACCEPTED (improvement),14.535
196,6,-5.5188,-12.5188,0.01,ACCEPTED (improvement),14.6065
197,5,-5.5188,-12.5188,0.01,REJECTED,14.6773
198,2,-5.5142,-12.5142,0.01,"ACCEPTED (escape, p=0.629)",14.748
199,4,-5.5142,-12.5142,0.01,REJECTED,14.8187
200,11,-5.5142,-12.5142,0.01,REJECTED,14.8908
201,11,-5.5142,-12.5142,0.01,REJECTED,14.9625
202,9,-5.5142,-12.5142,0.01,REJECTED,15.0346
203,6,-5.7842,-12.7842,0.01,ACCEPTED (improvement),15.1082
204,13,-5.7842,-12.7842,0.01,REJECTED,15.1985
205,4,-5.8152,-12.8152,0.01,ACCEPTED (improvement),15.2717
206,1,-5.8135,-12.8135,0.01,"ACCEPTED (escape, p=0.843)",15.3457
207,8,-5.8291,-12.8291,0.01,ACCEPTED (improvement),15.4172
208,4,-5.8535,-12.8535,0.01,ACCEPTED (improvement),15.488
209,6,-6.0229,-13.0229,0.01,ACCEPTED (improvement),15.5597
210,6,-6.0232,-13.0232,0.01,ACCEPTED (improvement),15.6315
211,7,-6.0232,-13.0232,0.01,REJECTED,15.7035
212,7,-6.0232,-13.0232,0.01,REJECTED,15.7746
213,9,-6.02,-13.02,0.01,"ACCEPTED (escape, p=0.728)",15.8458
214,4,-6.1851,-13.1851,0.01,ACCEPTED (improvement),15.9162
215,0,-6.1895,-13.1895,0.01,ACCEPTED (improvement),15.9874
216,9,-6.1895,-13.1895,0.01,REJECTED,16.0594
217,14,-6.2073,-13.2073,0.01,ACCEPTED (improvement),16.1324
218,0,-6.2065,-13.2065,0.01,"ACCEPTED (escape, p=0.929)",16.2057
219,14,-6.2065,-13.2065,0.01,REJECTED,16.2763
220,6,-6.2065,-13.2065,0.01,REJECTED,16.367
221,8,-6.2065,-13.2065,0.01,REJECTED,16.4388
222,3,-6.2065,-13.2065,0.01,REJECTED,16.5108
223,9,-6.2065,-13.2065,0.01,REJECTED,16.5825
224,2,-6.2061,-13.2061,0.01,"ACCEPTED (escape, p=0.952)",16.654
225,12,-6.2061,-13.2061,0.01,REJECTED,16.7241
226,0,-6.2061,-13.2061,0.01,REJECTED,16.796
227,7,-6.2114,-13.2114,0.01,ACCEPTED (improvement),16.868
228,4,-6.304,-13.304,0.01,ACCEPTED (improvement),16.9395
229,0,-6.303,-13.303,0.01,"ACCEPTED (escape, p=0.907)",17.0099
230,11,-6.303,-13.303,0.01,REJECTED,17.0818
231,13,-6.3079,-13.3079,0.01,ACCEPTED (improvement),17.1562
232,12,-6.3684,-13.3684,0.01,ACCEPTED (improvement),17.2291
233,14,-6.3684,-13.3684,0.01,REJECTED,17.3007
234,2,-6.3684,-13.3684,0.01,REJECTED,17.3725
235,10,-6.3684,-13.3684,0.01,REJECTED,17.4455
236,12,-6.3833,-13.3833,0.01,ACCEPTED (improvement),17.5159
237,5,-6.3833,-13.3833,0.01,REJECTED,17.5868
238,13,-6.3833,-13.3833,0.01,REJECTED,17.6574
239,3,-6.3833,-13.3833,0.01,"ACCEPTED (escape, p=1.000)",17.729
240,10,-6.3833,-13.3833,0.01,REJECTED,17.7998
241,7,-6.3701,-13.3701,0.01,"ACCEPTED (escape, p=0.268)",17.8708
242,12,-6.3701,-13.3701,0.01,REJECTED,17.9411
243,5,-6.3708,-13.3708,0.01,ACCEPTED (improvement),18.0123
244,3,-6.3708,-13.3708,0.01,REJECTED,18.0846
245,0,-6.365,-13.365,0.01,"ACCEPTED (escape, p=0.557)",18.1921
246,5,-6.3616,-13.3616,0.01,"ACCEPTED (escape, p=0.710)",18.2751
247,8,-6.3616,-13.3616,0.01,REJECTED,18.3485
248,2,-6.3699,-13.3699,0.01,ACCEPTED (improvement),18.4212
249,7,-6.3813,-13.3813,0.01,ACCEPTED (improvement),18.4928
250,5,-6.3813,-13.3813,0.01,REJECTED,18.5639
251,10,-6.3813,-13.3813,0.01,REJECTED,18.6343
252,2,-6.3813,-13.3813,0.01,REJECTED,18.7064
253,2,-6.3813,-13.3813,0.01,REJECTED,18.779
254,5,-6.3813,-13.3813,0.01,REJECTED,18.8507
255,9,-6.3835,-13.3835,0.01,ACCEPTED (improvement),18.9227
256,4,-6.3835,-13.3835,0.01,REJECTED,18.9952
257,6,-6.3835,-13.3835,0.01,REJECTED,19.0675
258,0,-6.3889,-13.3889,0.01,ACCEPTED (improvement),19.1428
259,5,-6.3855,-13.3855,0.01,"ACCEPTED (escape, p=0.710)",19.218
260,6,-6.3704,-13.3704,0.01,"ACCEPTED (escape, p=0.220)",19.2903
261,11,-6.3704,-13.3704,0.01,REJECTED,19.3623
262,12,-6.4451,-13.4451,0.01,ACCEPTED (improvement),19.4343
263,7,-6.4482,-13.4482,0.01,ACCEPTED (improvement),19.5057
264,7,-6.4482,-13.4482,0.01,REJECTED,19.5771
265,1,-6.4482,-13.4482,0.01,REJECTED,19.6481
266,6,-6.4482,-13.4482,0.01,REJECTED,19.7201
267,10,-6.4482,-13.4482,0.01,REJECTED,19.7917
268,5,-6.4482,-13.4482,0.01,REJECTED,19.8651
269,12,-6.5906,-13.5906,0.01,ACCEPTED (improvement),19.9366
270,11,-6.5979,-13.5979,0.01,ACCEPTED (improvement),20.0084
271,12,-6.6191,-13.6191,0.01,ACCEPTED (improvement),20.0817
272,1,-6.6343,-13.6343,0.01,ACCEPTED (improvement),20.1561
273,6,-6.6343,-13.6343,0.01,REJECTED,20.2308
274,6,-6.6343,-13.6343,0.01,REJECTED,20.303
275,10,-6.6343,-13.6343,0.01,REJECTED,20.3744
276,8,-6.6343,-13.6343,0.01,REJECTED,20.4457
277,7,-6.6108,-13.6108,0.01,"ACCEPTED (escape, p=0.096)",20.5177
278,10,-6.6404,-13.6404,0.01,ACCEPTED (improvement),20.5895
279,3,-6.6404,-13.6404,0.01,REJECTED,20.662
280,3,-6.6404,-13.6404,0.01,REJECTED,20.7332
281,5,-6.6404,-13.6404,0.01,REJECTED,20.8046
282,12,-6.6594,-13.6594,0.01,ACCEPTED (improvement),20.8744
283,0,-6.6448,-13.6448,0.01,"ACCEPTED (escape, p=0.231)",20.9459
284,5,-6.6475,-13.6475,0.01,ACCEPTED (improvement),21.0172
285,10,-6.6472,-13.6472,0.01,"ACCEPTED (escape, p=0.976)",21.0911
286,9,-6.6472,-13.6472,0.01,"ACCEPTED (escape, p=1.000)",21.1702
287,0,-6.6472,-13.6472,0.01,REJECTED,21.245
288,2,-6.6335,-13.6335,0.01,"ACCEPTED (escape, p=0.255)",21.3183
289,10,-6.6335,-13.6335,0.01,REJECTED,21.3892
290,4,-6.7605,-13.7605,0.01,ACCEPTED (improvement),21.461
291,8,-6.7605,-13.7605,0.01,REJECTED,21.5321
292,5,-6.7566,-13.7566,0.01,"ACCEPTED (escape, p=0.677)",21.6033
293,4,-6.7717,-13.7717,0.01,ACCEPTED (improvement),21.6741
294,0,-6.7664,-13.7664,0.01,"ACCEPTED (escape, p=0.584)",21.7454
295,4,-6.7656,-13.7656,0.01,"ACCEPTED (escape, p=0.929)",21.8164
296,3,-6.7656,-13.7656,0.01,REJECTED,21.8873
297,9,-6.7656,-13.7656,0.01,REJECTED,21.9587
298,1,-6.7656,-13.7656,0.01,REJECTED,22.0292
299,12,-6.7656,-13.7656,0.01,REJECTED,22.102
300,10,-6.7656,-13.7656,0.01,REJECTED,22.1766
